ID,lat,lon
290,26.61477584,-80.03763185
291,26.71584362,-80.03527502
292,26.81680624,-80.03748739
293,26.91430641,-80.06367735
294,27.01125865,-80.09212023
295,27.10386362,-80.13252918
296,27.19891495,-80.16652314
297,27.2891759,-80.21199616
298,27.38152044,-80.25311185
299,27.47420631,-80.29336442
300,27.57049789,-80.32409403
301,27.66596737,-80.35724977
302,27.75953913,-80.39550108
303,27.85002542,-80.44051008
304,27.93762427,-80.4909711
305,28.02730266,-80.53758954
306,28.12107789,-80.57516864
307,28.21940652,-80.59816316
308,28.31986862,-80.60933803
309,28.40892541,-80.57383773
310,28.48796355,-80.5221074
311,28.57679967,-80.56857104
312,28.65528053,-80.63227896
313,28.73570365,-80.69352527
314,28.81871388,-80.75118539
315,28.90352018,-80.80619561
316,28.98725992,-80.86282514
317,29.07167422,-80.91845211
318,29.15779922,-80.97134376
319,29.24786327,-81.01722703
320,29.33891279,-81.06116247
321,29.43053319,-81.1038935
